species,tribe,body_PC1,body_PC2,LPJ_PC1,LPJ_PC2,UOJ_PC1,UOJ_PC2,d13C,d15N
Neolou,lampr,0.0317737824367493,0.00216408310391179,0.0178333811744442,0.0555819852310947,0.00567164933161425,0.000840364666058357,-22.136469992,5.3186838433
Neomar,lampr,-0.0200732967867992,-0.00591970441319121,0.0768014632389823,-0.0673724030978514,0.00266499069951368,0.00424461065389945,-19.756466423,5.4212877379
Neomee,lampr,0.0111891289431451,-0.0129846262110155,0.00522248420280256,0.0865954768599368,0.00119462271834809,-0.00993283227584929,-19.600006023,6.9298780935
Neomod,lampr,-0.011239276145935,0.0111011411783318,0.110312353725871,-0.0270438077993678,0.003616446840255,0.00148364289499905,-14.158588293,7.2949915633
Neomon,lampr,0.0124644109691975,0.0175735595680174,0.0899885542207271,0.00505330374641622,0.00444647116357027,0.00533115731659068,-15.898229463,6.9737368979
Neomul,lampr,0.00535679915140621,-0.0260462661824558,0.025375488533652,0.0650964669885889,0.00889943101270104,-0.0120190018688181,-24.118217743,5.784079369
Neomux,lampr,-0.00539776837246341,-0.00677909232892217,0.0945907726445482,-0.0397708788960271,0.00492383712917325,0.0120603560777534,-16.421281645,6.7155008126
Neonig,lampr,0.0138703318184658,-0.0208376444555386,0.053094912030155,0.0396337462886392,0.0191910681362434,-0.00800921254865062,-19.751844751,7.1598761863
Neonve,lampr,0.0477523513681593,-0.00330013708572545,0.0725652951418637,0.0306884247768363,0.0117368409874252,0.0053080636252339,-20.540506395,7.88137305375
Neoobs,lampr,-0.00477011386518763,-0.0308957368317619,0.0239368055922932,0.0295767176272059,0.034736693615649,-0.0151766250658114,-20.67537555,7.5215844407
Neooli,lampr,0.00232230965773561,-0.00986623945884301,0.0430608879369586,0.0232649853056827,0.0091823582165846,0.00215118410312133,-22.025032118,5.7440560751
Neopec,lampr,0.0535374127205542,0.0294155027330967,0.0869613780643912,0.0240428656627228,0.00512188019739464,0.00870495868427705,-20.338985828,6.5930405276
Neopet,lampr,-0.0100272492365794,0.021234788747892,0.104859342332209,-0.0100469945740201,0.000895236348451088,-0.00296727011681281,-14.1875192,6.9077757649
Neople,lampr,0.0343192469639353,0.0114829027705499,-0.0119545600214093,0.119337950225897,-0.00292317148357149,-0.0157128231083779,-19.8912520525,8.89202021075
Neopro,lampr,-0.00157982116393692,-0.0505069657170996,0.0208899157001971,0.0387279717543134,0.0579923793235041,-0.00159227337696807,-18.436621906,7.4861155845
Neopul,lampr,-0.0114865308568666,-0.0153873581771334,0.0466246924569277,0.0191188319298942,0.01264749767112,-0.00137681994593328,-20.974341298,6.421560198
Neosav,lampr,-0.00775126088419344,-0.0279809042689441,0.0119412090770924,0.0203126279123456,0.0229014955911458,-0.00584491614029305,-18.525901943,6.8621952962
Neosex,lampr,-0.0207955994498945,-0.0366476167318847,0.0588253924691905,-0.00630017155406982,0.0187656046875331,-0.0126002688344989,-16.656257613,6.7921226653
Neosim,lampr,0.00765562608251137,-0.0264840107619715,0.0301190264544911,0.0815825073289962,0.00822171048607435,-0.00903627405496687,-22.417723948,5.314133353
Neospl,lampr,-0.00448146382596605,-0.0175115653467019,0.0239890998652711,0.0312456180272054,0.0146053733318397,-0.00706377585149703,-19.637577073,6.4183156622
Neotet,lampr,0.011970959425539,0.00897394290753867,0.0281920407800146,0.0429557091209474,0.00797412921688402,0.00381109906011234,-15.947125618,6.901891405
Neotim,lampr,0.0427496142709912,0.0137078418598578,0.0124430849301629,0.0646773412398524,0.0148727971888969,-0.000359810532143757,-18.744256178,6.8559593362
Neotoa,lampr,-0.00775237372292937,-0.0387934843046841,0.0496023112063324,-0.0194445607978043,0.0223076904009868,-0.00891364354578146,-18.062619597,6.6387615225
Neotre,lampr,-0.0126878676557991,-0.0108756595054425,0.125709589482418,0.00626006114694582,0.0139219370596033,0.00417435656359108,-16.701003734,6.1092506046
NeoveB,lampr,0.019428474986047,-0.0238746657831749,0.00376360728414614,0.0585320001329218,0.0149601346194604,-0.00314256774227617,-21.0990311566667,8.30498312
NeoveS,lampr,0.0144572861568663,-0.0167560749677521,0.0228687976382658,0.029081729818509,0.015438058337534,-0.00568081699698385,-20.6442703871429,7.955197662
Neowal,lampr,0.00190779428562611,-0.00883806191806988,0.0511345233236451,-0.0115521720297479,0.00969804007631653,-0.00485594336093004,-20.89217759,6.3708303817
Ophboo,ectod,-0.0232594238537666,-0.0154768535635334,0.0402363763686281,-0.0793831486601693,-0.0167041188719821,0.000215495639635749,-13.300530054,5.8669576503
Ophhet,ectod,-0.0170452681532812,-0.00822282883211222,NA,NA,-0.011753977705814,0.00778283899601124,NA,NA
Ophnas,ectod,-0.0219413336090228,-0.0177704290884119,0.0401654044678169,-0.101377680038965,-0.0115807852850695,0.000115328875364189,-17.34545847,6.5838192842
Ophpar,ectod,-0.00924784035962156,-0.0101982932056648,0.0508728818206671,-0.0963220457446587,-0.0129341905373667,0.000130395365164807,-14.673392701,6.4777925128
Ophven,ectod,-0.0217823600561926,-0.0268837379040381,0.0352827275165048,-0.0674589461117577,-0.0103583977998184,-0.00545276906459988,-17.733790721,5.7012493146
Ophwhi,ectod,-0.0168794557227772,-0.0265377814259777,0.0142688809549401,-0.0592438416014005,-0.0093995805852315,-0.00354414307678811,-14.547540514,7.2154109972
Oretan,oreoc,-0.0679388926170342,-0.0315566149002078,-0.0330091609675318,-0.136085756441208,-0.00627799205510993,0.00280748675328215,-18.129228262,5.3782881075
Pcybri,cypri,0.0661392960031058,-0.0155832038200501,-0.0580988003902341,0.0287555978527017,0.0424504595815957,0.0204688216806347,-21.970448914,6.5476729348
PcybrN,cypri,0.0728957357365919,-0.00984219666198492,-0.0919620393593428,0.0158908781219742,0.0419017360547524,0.0197755546990988,-21.798310143,7.5187558559
Pcynig,cypri,0.0639444775833686,-0.0156404126796859,-0.0415102633798737,0.0248385225060017,0.0458274366777435,0.0228163666284774,-20.87452631,6.9443881852
Perecc,peris,0.0335299106016324,-0.0079526135188153,-0.0137683913096303,0.0127844644608125,-0.0109519274921655,-0.0154144527270365,-19.26543372,9.2073424208
Permic,peris,0.0293630190730375,-0.00100809335289755,0.0266168653029068,0.0127442394620577,-0.0107305917117986,-0.0123246422527003,-16.135154945,9.230909871875
Peteph,troph,-0.0789903424040835,-0.00434937562624499,0.00475381445520877,-0.0878322767162373,-0.0240867019441792,-0.0082627121344463,-13.686714178,4.6855629576
Petfam,troph,-0.0880311974688044,-0.0118747545626136,0.00252927370373294,-0.120116228786745,-0.0203979199245294,-0.0135736929879752,-12.922966221,4.6986849107
Petfas,troph,-0.0533867118513672,-0.0165791063317802,-0.000378708151577106,-0.101308898126576,-0.00493966668207538,-0.00701702716062238,-14.626666837,5.2775791713
Petgia,troph,-0.0686063631983648,0.00216413795398232,-0.0338283290438465,-0.0833409847380341,-0.0252592009791562,-0.00763652443526311,-13.167944929,4.545915826
Pethor,troph,-0.0819368031908142,-0.0243022946820744,0.0133005116653286,-0.0983295281018767,-0.0205218170178797,-0.00826660154138472,-17.103297911,4.0779931262
Petiko,troph,-0.0651088413145042,0.00374442936981458,0.0368677434151584,-0.134380253520969,-0.0188070693674298,-0.00190661019578562,-11.320238054,4.25796998
Petkas,troph,-0.0766367101055389,-0.00700487382527031,0.00381088223087995,-0.0629719704066329,-0.0268407043960902,-0.00915054950545979,-14.043123258,4.406122167
Petkip,troph,-0.0717065910682011,-0.00432493618347314,-0.020200940518471,-0.0893674493563406,-0.0237008879964927,-0.00802132744879726,-14.436059172,3.6666194341
Petmac,troph,-0.0631092730251035,0.00672470974244853,-0.0135877311069558,-0.0402837728668512,-0.0282587469255018,-0.00601959882925428,-11.824113057,5.2376335736
Petmos,troph,-0.0752427155433532,0.000899991180608835,0.0239806755005339,-0.0918198895997738,-0.0265585426972462,-0.0116063585983758,-13.296661242,4.3118470801
Petort,troph,-0.0601769420321704,0.00101447128795154,0.0147654155244997,-0.13245123872583,-0.0164097091018035,-0.00517124514337386,-14.122394515,4.033207135
Petpol,troph,-0.076202498913129,-0.0117699117276324,-0.0116953177881069,-0.0720362369906261,-0.0221531744289402,-0.0124130736298938,-12.386883081,4.9169958137
Petrai,troph,-0.0701910448118113,0.00614213727901842,-0.0315856571023396,-0.082886984369352,-0.0277332333257186,-0.00775869584189034,-9.3865811023,4.4674231384
Petred,troph,-0.0825612010968688,-0.0142634438659514,0.0048739210181976,-0.0839139076349072,-0.0235057471744646,-0.0168211778258639,-17.582544574,4.6023057636
Pettex,troph,-0.0679065417944372,-0.00465176238513313,-0.024547310158872,-0.0818277493813338,-0.0218745009886613,-0.00919425947147731,-11.2396053826,4.5759126744
Pettre,troph,-0.0965315083247501,-0.00628249599297822,0.00242734843472322,-0.054880109720086,-0.0298769246842304,-0.00956550652638019,-14.964597436,4.6295727798
Pleela,peris,0.0332897002046807,0.00207680152009657,-0.0490087574605242,0.00336624397561143,-0.0142465896451254,-0.0106761367691851,-21.247532274,6.5883949833
Plemul,peris,0.0285092099941137,-0.00199321256573388,-0.0581573172604842,0.0198075513105081,-0.0130377642837546,-0.0224602397729448,-19.76044961625,8.99252679
Plepar,peris,0.0488162461352927,0.0199172099348058,0.00972415910400529,0.0479340231713303,-0.0140814791196496,-0.0121626841078435,-17.687188103,9.2866041463
Plestr,peris,-0.00703179344992875,-0.0271144291966048,-0.00677469830775606,0.0280286647816444,-0.00373646666391817,-0.0167153199482899,-18.611582794,9.3798571857
Psccur,troph,-0.0648616653550383,0.0376131142763718,-0.0287897056721936,-0.0587136936520444,-0.0311743249272298,0.0105723977811688,-10.3462564612,5.7502631332
Regcal,limno,0.0559805025278684,0.0174216147885724,-0.054024376641625,0.0430845301662324,0.0245236118736196,0.00198778758516379,-20.151183673,6.805555164
Simbab,troph,-0.0343128983148982,0.0207616318270761,0.038370767937481,-0.0784721429630325,-0.0233414432577247,0.00439855199254532,-16.118596041,7.1090096409
Simdia,troph,-0.0628485164866493,0.0237454070615236,0.0183797411269465,-0.0245674697887002,-0.0242678375215381,0.00406758005626149,-16.102383095,7.1974065294
Simmar,troph,-0.0450150053281182,0.025932342279462,-0.0251292847490563,-0.0913620158056489,-0.0290672205066669,0.00536962873203085,-13.704716878,5.0874673523
Simmrg,troph,-0.0549863116436598,0.0298579639607927,0.00369919606379757,-0.0838111522123934,-0.0322236824006378,0.00501099792443088,-14.107771795,4.84391155525
Simple,troph,-0.0513590050403551,0.0251735167989673,0.0151648488650327,-0.0760896678398744,-0.0265272038749433,0.000345557308994018,-15.225443381,6.2073898789
Spaery,eretm,-0.0281856598643546,0.0188070655906619,0.0501013942932499,-0.0595731083389154,-0.0048896828177799,0.0067186650213721,-13.910162481,5.959409266
Spamar,eretm,-0.0251091715087143,0.0308720245317071,0.0156779636640887,-0.101656705624859,-0.00183679730919776,0.00535311161204125,-13.737745273,4.6931582616
Tanirs,eretm,-0.0185309475976375,0.025596727419225,0.0538622493352767,-0.0361418518115935,-0.0100062257942203,0.00709185763409788,-13.757992093,5.4649571525
Tchdha,limno,0.029395425988832,-0.0264276318209773,-0.0594931985613338,0.00653985425942956,0.0181565417253121,-0.00178943542984962,-22.5244626366667,7.56827354433333
Telbif,lampr,0.0596435131947669,0.0528217066035757,0.100359160173438,0.0306973888160493,-0.0137882263075692,0.0111830035106371,-18.264788954,5.5139644195
Telbra,lampr,-0.0049935759704296,0.046258550101545,0.103099565000863,0.0143285117061411,-0.019559964596046,0.00912130925250266,-12.43791004,5.387960424
Telbri,lampr,0.0612750055284283,0.05066554725278,0.0479171086963218,0.0434945127403805,-0.0117597195882589,0.0120187470023752,-18.375009212,6.7521288141
TeldhN,lampr,0.0103111220819462,0.0201604644726319,0.080310223400545,0.0287347042004152,0.000590617264352772,0.00136062816099511,-21.0340066011111,6.79802530888889
TeldhS,lampr,-0.00370257364661713,0.00282499523928787,0.0507275965650805,0.0322113108932024,0.0112667835585722,-0.00914669622141474,-18.987625264,7.7104399593
TeldhT,lampr,0.00290148506584716,0.0189670025776807,0.0687776040844612,0.0263685770116395,0.00535850149265392,-0.00179901338081615,-17.521111031,6.8629227471
Tellon,lampr,0.0479388628692657,0.0735729179053536,-0.00464689743074953,0.0600096857674403,-0.00945462763689662,0.0109253143974551,NA,NA
Telshe,lampr,-0.00662095722369842,0.00823794139712014,0.0797274765459892,-0.00930688386846084,0.000187365165637277,-0.00460678303872274,-20.944933955,5.9649323845
TelteS,lampr,-0.00237680558083727,0.0188795559338383,0.0709424088280702,0.00732919272876669,-0.0023961657000866,0.000359277150294466,-16.703979989,6.4135936492
Telvit,lampr,0.0383084457320593,0.0637451191476437,0.0844725897638323,0.0323049213483812,-0.0217557576100411,0.0126033736296784,-15.9376263636,6.4322577449
Trecap,trema,0.0323555387481313,-0.0562927661246776,-0.14454470587212,-0.0109568281656968,0.00804778213131538,-0.038318864178917,-20.3404180866667,7.15467857866667
Tremac,trema,0.0242327898998418,-0.0256611507780072,-0.158005174359155,0.026915721360824,-0.00963241851019833,-0.046306461275775,-19.614414871,7.7518551758
Tremar,trema,0.0177294164265198,-0.0470543609781493,0.0139367348068142,0.00820951293023143,0.0131977295529199,0.00261739224157649,-15.8855126058333,6.20146924258333
Trenig,trema,0.0159948898182251,-0.0421844164026721,-0.0569222577856748,0.00151808739357002,0.00246069475276028,-0.0208196928378214,-19.291019177,7.5942136547
Trespn,trema,-0.00544230173760283,-0.0405523574303324,-0.0499427627941473,0.025948365816141,-0.0040739468961127,-0.0195514352241735,NA,NA
Tresti,trema,0.0206243094496752,-0.0685687621082779,-0.0707146907448784,0.0247851294098314,0.0111901508360002,-0.0227515955276865,-20.3030228116667,6.8272751365
Treuni,trema,-0.000841709201581141,-0.0525721820373109,0.00443783937421984,-0.0246267851410891,0.0122559414249269,-0.0124619412837465,-20.1635410322222,8.087422401
Trezeb,trema,0.0250528463163972,-0.0550151842691665,0.0159910563274453,0.0363065762756662,0.0126028068749264,-0.0172010590810468,-19.310457872,6.7453222131
Trioto,limno,-0.00151928237594323,0.00994028793890421,-0.0526702160787263,-0.0330538532668491,-0.00527935109538427,-0.0153771542016261,-21.016436272,6.6793779958
Trobri,troph,-0.0790075927823,0.0451075418764184,0.0423852437944456,-0.0594643008849948,-0.0405369377277367,0.0122485786998528,-15.519864534,4.9325116038
TrobrK,troph,-0.0865739917644787,0.0359327354720484,-0.00027136944205743,-0.0571576619399192,-0.0397964957778888,0.0151576350238798,-13.295745231,4.5380965604
Trodub,troph,-0.0803810593007307,0.0322847717573714,-0.00208296004773006,-0.0726976667960772,-0.0296471977434637,0.0100148562294412,-14.663716107,4.5092067195
Trokir,troph,-0.090704008232767,0.0437914592602781,0.0141889134647661,-0.0527276459484232,-0.0417673808024144,0.00997272073994059,-14.851553661,4.6000953282
Troluk,troph,-0.0899777827298442,0.0468289722750311,-0.00482880033231113,-0.0712657998540242,-0.0434338391721407,0.0095651206370723,-15.027696912,4.5319715612
Trolun,troph,-0.0915612907722675,0.0457878599347372,-0.0110365821937719,-0.0494608004793802,-0.0444369772267962,0.00789262108228843,-14.888938821,4.5136307959
Tromoo,troph,-0.0844216624648302,0.0449719658238198,-0.00102055705473954,-0.0509019472338254,-0.0437264250349357,0.00395455699148488,-14.947751656,5.7086927651
Tromor,troph,-0.0845166508521562,0.0516522497413256,-0.00606801626439018,-0.0385368159495701,-0.0417463104978307,0.00965518662342613,-14.402829287,4.5105987361
Trompi,troph,-0.0799038506898054,0.0458114056024794,-0.0124995723024682,-0.0467613855712111,-0.0412039038620022,0.0105055687696655,-11.7974899682,4.6111697421
Tronig,troph,-0.0761060495303794,0.0379601383524924,0.00290872904767953,-0.0407667503536568,-0.0373828822069534,0.00969080551552646,-16.650577051,6.2541323472
Tropol,troph,-0.0809563674287318,0.0553492259252211,-0.0329122389766825,-0.0486660145225917,-0.0467595617917013,0.00916220863562564,-12.372402919,4.3401134242
Trored,troph,-0.0902274316874056,0.0566366818423353,-0.000476980874118888,-0.0575297226188648,-0.0471510630360061,0.0104766945677612,-14.761594001,5.4558702939
Tylpol,tyloc,-0.0488051982072874,-0.0104962202948103,0.0190726424011261,-0.0997482634954525,0.00284091111513578,0.00445372892812976,-17.441677812,7.0081815744
Varmoo,lampr,-0.0364309131356317,-0.0180284730524948,0.0692644823003414,0.0109122373087099,0.000871849265069968,-0.00108890221192972,-16.8250351,6.966471413
Xchhec,peris,0.0136914672815386,-0.0172348691323299,-0.119212000701832,-0.0184055659281949,-0.00491626476034522,-0.0133905835534223,-20.243045246,7.0300926594
Xenbat,ectod,0.0474778683306373,0.0270365508753361,-0.00773680170860599,-0.0156828390661741,-0.0111385454706856,0.00730814407996439,-18.997644202,6.8790220726
Xenbou,ectod,0.0149418896495919,0.0168267563001326,-0.0393529560257748,-0.0395279568417679,-0.00851172625294767,0.0096264725515972,-16.045571509,6.4656948892
Xencau,ectod,0.00276718893255912,-0.00329175479354912,-0.0749825106771023,-0.00958091681399399,0.00172422305740336,0.00717915266225887,-19.58513861,7.7987860973
Xenfla,ectod,0.0455453813210617,0.0141502960729499,-0.030741677548315,0.0208747889885372,-0.00786539325869485,0.0101275062142767,-20.045689191,6.1425417596
Xenlon,ectod,0.0100388114300712,0.0175162787748484,-0.0282684781833808,0.00146838621328538,-0.016427519192315,0.00623970029218742,-21.026985742,9.2507014388
Xennas,ectod,0.0336483173089325,0.0165160481086984,-0.031042835560066,0.00216267021934601,-0.0144378670397426,0.0102311564634207,-19.72851964,8.6534243647
XenniS,ectod,0.0213104481640386,0.0341645449363129,-0.0230009082824499,0.00402980035174586,-0.0222344850146677,0.00984192084763387,-22.793585581,7.2829744633
Xenoch,ectod,0.0420039826878867,0.0329336225550313,-0.0355035696793984,-0.00989825789482198,-0.0114961478825903,0.00859795434927671,-18.602118322,7.9040498374
Xenorn,ectod,0.023054024109131,0.017483436926872,-0.0184516425532623,0.0285278608026567,-0.0188575196953976,0.00722547434561698,-21.929099134,8.6028094195
XenorS,ectod,0.0119282162421529,0.0202980997510416,0.0073203129427333,-0.0112533702908511,-0.023572156189029,0.00731832699356913,-19.46338049,9.018705248
XenpaK,ectod,0.0347585891051784,0.0204650692586623,0.0128268292553395,-0.000557005407664142,-0.0138851910728075,0.0107134101950986,-16.673741544,6.3094679868
Xenpap,ectod,0.0365816836100092,-0.00021009627749718,0.00820782391683794,-0.00744285970885528,-0.00217775879334371,0.0116411671977748,-19.994920706,6.7827452166
Xensim,ectod,0.0232626519038242,0.00970642231594821,-0.0556090680657796,-0.0448205125891329,-0.00666654255988316,-0.00210057481820518,-14.892661077,6.2040477141
Xensin,ectod,0.0334631641728897,0.0303301402383901,-0.0426513448102181,-0.0263666469632617,-0.00957365418892736,0.00655398763209988,-16.20436551,6.085035785
Xenspi,ectod,0.0134633458119875,-0.00318071697983775,-0.0204473400878101,-0.0206818216235995,-0.00254861217981285,0.00902668387641654,-15.368179777,6.7663169291
XenspN,ectod,0.019300820598617,0.00821241646954772,-0.0274244951641912,-0.0261361914122871,-0.00319452370776715,0.00975773416085235,-16.259191694,6.3470358832
Xensun,ectod,0.0322290493802694,0.0178628352671286,0.00174841249314449,0.00799814812922767,-0.0127153191105236,0.0142699219497305,-19.610637403,7.180835246
